<ID|readonly|noverify>;<English>;<Comments>
la-7_shop;▂ La-7 'Fin' (e);
la-7_0;▂ Lavochkin La-7 'Fin' (early production);
la-7_1;▂ La-7 'Fin';
la-7_2;La-7 'Fin';
la-7_dolgushin_shop;▂ La-7 'Fin' (e) (Dolgushin);
la-7_dolgushin_0;▂ Lavochkin La-7 'Fin' (early production) (Sergei F. Dolgushin);
la-7_dolgushin_1;▂ La-7 'Fin';
la-7_dolgushin_2;La-7 'Fin';
la-7b-20_shop;▂ La-7 'Fin' (l);
la-7b-20_0;▂ Lavochkin La-7 'Fin' (late production);
la-7b-20_1;▂ La-7 'Fin';
la-7b-20_2;"La-7 ""Fin""";
la-9_shop;▂ La-9 'Fritz';
la-9_0;▂ Lavochkin La-9 'Fritz';
la-9_1;▂ La-9 'Fritz';
la-9_2;La-9 'Fritz';
la-9_china_shop;␗ La-9 'Fritz';
la-9_china_0;␗ Lavochkin La-9 'Fritz';
la-9_china_1;␗ La-9 'Fritz';
la-9_china_2;La-9 'Fritz';
la-11_shop;▂ La-11 'Fang';
la-11_0;▂ Lavochkin La-11 'Fang';
la-11_1;▂ La-11 'Fang';
la-11_2;La-11 'Fang';
la-11_china_shop;␗ La-11 'Fang';
la-11_china_0;␗ Lavochkin La-11 'Fang';
la-11_china_1;␗ La-11 'Fang';
la-11_china_2;La-11 'Fang';
la-15_shop;▂ La-15 'Fantail';
la-15_0;▂ Lavochkin La-15 'Fantail';
la-15_1;▂ La-15 'Fantail';
la-15_2;La-15 'Fantail';
la_174_shop;▂ La-15 'Fantail' (Samolet 174);
la_174_0;▂ Lavochkin La-15 'Fantail' (Samolet 174);
la_174_1;▂ La-15 'Fantail';
la_174_2;La-15 'Fantail';
shop/group/la_200_group;▂ La-200/La-15;
la_200_toriy_shop;▂ La-200 (Toriy);
la_200_toriy_0;▂ Lavochkin La-200 (Toriy);
la_200_toriy_1;▂ La-200;
la_200_toriy_2;La-200;
li-2_shop;▂ Li-2K 'Cab';
li-2_0;▂ Lisunov Li-2K 'Cab';
li-2_1;▂ Li-2K 'Cab';
li-2_2;Li-2 'Cab';
mig-3_shop;▂ MiG-3-15 (e);
mig-3_0;▂ Mikoyan i Gurevich MiG-3-15 (early production);
mig-3_1;▂ MiG-3-15;
mig-3_2;MiG-3;
shop/group/mig-3_group;▂ MiG-3-15;
mig_3_series_1_15_shop;▂ MiG-3-15 (e);
mig_3_series_1_15_0;▂ Mikoyan i Gurevich MiG-3-15 (early production);
mig_3_series_1_15_1;▂ MiG-3-15;
mig_3_series_1_15_2;MiG-3;
mig_3_series_1_15_bk_pod_shop;▂ MiG-3-15 (l);
mig_3_series_1_15_bk_pod_0;▂ Mikoyan i Gurevich MiG-3-15 (late production);
mig_3_series_1_15_bk_pod_1;▂ MiG-3-15;
mig_3_series_1_15_bk_pod_2;MiG-3;
mig_3_series_34_shop;▂ MiG-3-34;
mig_3_series_34_0;▂ Mikoyan i Gurevich MiG-3-34;
mig_3_series_34_1;▂ MiG-3-34;
mig_3_series_34_2;MiG-3;
shop/group/mig-9_group;▂ MiG-9 'Fargo';
mig-9_shop;▂ MiG-9 'Fargo' (FS);
mig-9_0;▂ Mikoyan i Gurevich Samolyet FS MiG-9 'Fargo';
mig-9_1;▂ MiG-9 'Fargo';
mig-9_2;MiG-9 'Fargo';
shop/group/mig-9_china_group;␗ MiG-9 'Fargo';
mig-9_china_shop;␗ MiG-9 'Fargo' (FS);
mig-9_china_0;␗ Mikoyan i Gurevich Samolyet FS MiG-9 'Fargo';
mig-9_china_1;␗ MiG-9 'Fargo';
mig-9_china_2;MiG-9 'Fargo';
mig-9_ussr_shop;▂ MiG-9 'Fargo' (FF);
mig-9_ussr_0;▂ Mikoyan i Gurevich Samolyet FF MiG-9 'Fargo';
mig-9_ussr_1;▂ MiG-9 'Fargo';
mig-9_ussr_2;MiG-9 'Fargo';
mig-9_late_china_shop;␗ MiG-9 'Fargo' (FF);
mig-9_late_china_0;␗ Mikoyan i Gurevich Samolyet FF MiG-9 'Fargo';
mig-9_late_china_1;␗ MiG-9 'Fargo';
mig-9_late_china_2;MiG-9 'Fargo';
shop/group/mig-15_group;MiG-15 'Fagot';
mig-15_shop;▆ MiG-15 'Fagot-A';
mig-15_0;▆ Mikoyan i Gurevich Samolyet SV Izdeliye 50 MiG-15 'Fagot-A';
mig-15_1;▆ MiG-15 'Fagot';
mig-15_2;MiG-15 'Fagot';
mig-15_ns23_shop;▆ MiG-15 'Fagot-A';
mig-15_ns23_0;▆ Mikoyan i Gurevich Samolyet SV Izdeliye 50 MiG-15 'Fagot-A';
mig-15_ns23_1;▆ MiG-15 'Fagot';
mig-15_ns23_2;MiG-15 'Fagot';
mig-15bis_ns23_shop;▆ MiG-15bis 'Fagot-B';
mig-15bis_ns23_0;▆ Mikoyan i Gurevich Samolyet SD Izdeliye 53 MiG-15bis 'Fagot-B';
mig-15bis_ns23_1;▆ MiG-15bis 'Fagot';
mig-15bis_ns23_2;MiG-15 'Fagot';
mig-15bis_nr23_german_shop;◊ MiG-15bis 'Fagot-B';
mig-15bis_nr23_german_0;◊ Mikoyan i Gurevich Samolyet SD Izdeliye 53 MiG-15bis 'Fagot-B';
mig-15bis_nr23_german_1;◊ MiG-15bis 'Fagot';
mig-15bis_nr23_german_2;MiG-15 'Fagot';
mig-15bis_ns23_china_shop;␗ MiG-15bis 'Fagot-B';
mig-15bis_ns23_china_0;␗ Mikoyan i Gurevich Samolyet SD Izdeliye 53 MiG-15bis 'Fagot-B';
mig-15bis_ns23_china_1;␗ MiG-15bis 'Fagot';
mig-15bis_ns23_china_2;MiG-15 'Fagot';
mig-15bis_nr23_hungary_shop;◔ MiG-15bis 'Fagot-B';
mig-15bis_nr23_hungary_0;◔ Mikoyan i Gurevich Samolyet SD Izdeliye 53 MiG-15bis 'Fagot-B';
mig-15bis_nr23_hungary_1;◔ MiG-15bis 'Fagot';
mig-15bis_nr23_hungary_2;MiG-15 'Fagot';
mig-15bis_ish_shop;▂ MiG-15ISh 'Fagot-B';
mig-15bis_ish_0;▂ Mikoyan i Gurevich Samolyet SD Izdeliye 53 MiG-15ISh 'Fagot-B';
mig-15bis_ish_1;▂ MiG-15ISh 'Fagot';
mig-15bis_ish_2;MiG-15 'Fagot';
mig-17_shop;▂ MiG-17 'Fresco-A';
mig-17_0;▂ Mikoyan i Gurevich Samolyet SI MiG-17 'Fresco-A';
mig-17_1;▂ MiG-17 'Fresco';
mig-17_2;MiG-17 'Fresco';
mig-17_cuba_shop;╇ MiG-17AS 'Fresco-A';
mig-17_cuba_0;╇ Mikoyan i Gurevich Samolyet SI MiG-17AS 'Fresco-A';
mig-17_cuba_1;╇ MiG-17A 'Fresco';
mig-17_cuba_2;MiG-17 'Fresco';
mig-17pf_hungary_shop;◔ MiG-17PF 'Fresco-A';
mig-17pf_hungary_0;◔ Mikoyan i Gurevich Samolyet SP-7F MiG-17PF 'Fresco-A';
mig-17pf_hungary_1;◔ MiG-17P 'Fresco';
mig-17pf_hungary_2;MiG-17 'Fresco';
shop/group/mig-19_group;▂ MiG-19/21;
mig-19pt_shop;▂ MiG-19PT 'Farmer-B';
mig-19pt_0;▂ Mikoyan i Gurevich Samolyet SM-7 MiG-19PT 'Farmer-B';
mig-19pt_1;▂ MiG-19P 'Farmer';
mig-19pt_2;MiG-19 'Farmer';
mig-19s_shop;◊ MiG-19S 'Farmer-C';
mig-19s_0;◊ Mikoyan i Gurevich Samolyet SM-9/3 MiG-19S 'Farmer-C';
mig-19s_1;◊ MiG-19S 'Farmer';
mig-19s_2;MiG-19 'Farmer';
shop/group/mig-21_group;▂ MiG-21 'Fishbed' (l);
mig-21_smt_shop;▂ MiG-21SMT 'Fishbed-K';
mig-21_smt_0;▂ Mikoyan i Gurevich Izdeliye 50 MiG-21SMT 'Fishbed-K';
mig-21_smt_1;▂ MiG-21S 'Fishbed';
mig-21_smt_2;MiG-21 'Fishbed';
mig-21_f13_shop;▂ MiG-21F-13 'Fishbed-C';
mig-21_f13_0;▂ Mikoyan i Gurevich Izdeliye 74 MiG-21F-13 'Fishbed-C';
mig-21_f13_1;▂ MiG-21F 'Fishbed';
mig-21_f13_2;MiG-21 'Fishbed';
mig-21_bis_shop;▂ MiG-21BIS 'Fishbed-L';
mig-21_bis_0;▂ Mikoyan i Gurevich Izdeliye 75 MiG-21BIS 'Fishbed-L';
mig-21_bis_1;▂ MiG-21BIS 'Fishbed';
mig-21_bis_2;MiG-21 'Fishbed';
mig-21_bis_event_shop;▂ MiG-21BIS 'Fishbed-L';
mig-21_bis_event_0;▂ Mikoyan i Gurevich Izdeliye 75 MiG-21BIS 'Fishbed-L';
mig-21_bis_event_1;▂ MiG-21BIS 'Fishbed';
mig-21_bis_event_2;MiG-21 'Fishbed';
mig_21_bis_finland_shop;⛮ MiG-21BIS 'Fishbed-N';
mig_21_bis_finland_0;⛮ Mikoyan i Gurevich Izdeliye 75B MiG-21BIS 'Fishbed-N';
mig_21_bis_finland_1;⛮ MiG-21BIS 'Fishbed';
mig_21_bis_finland_2;MiG-21 'Fishbed';
mig-21_bis_lazur_shop;◊ MiG-21BIS-Lazur 'Fishbed-L';
mig-21_bis_lazur_0;◊ Mikoyan i Gurevich Izdeliye 75 MiG-21BIS-Lazur 'Fishbed-L';
mig-21_bis_lazur_1;◊ MiG-21BIS 'Fishbed';
mig-21_bis_lazur_2;MiG-21 'Fishbed';
shop/group/mig_21_germany_group;◊ MiG-21 'Fishbed';
mig-21_bis_sau_shop;◊ MiG-21BIS-SAU 'Fishbed-N';
mig-21_bis_sau_0;◊ Mikoyan i Gurevich Izdeliye 75B MiG-21BIS-SAU 'Fishbed-N';
mig-21_bis_sau_1;◊ MiG-21BIS 'Fishbed';
mig-21_bis_sau_2;MiG-21 'Fishbed';
shop/group/mig-21_hungary_group;◔ MiG-21 'Fishbed';
mig-21_bis_sau_hungary_shop;◔ MiG-21BIS-SAU 'Fishbed-N';
mig-21_bis_sau_hungary_0;◔ Mikoyan i Gurevich Izdeliye 75B MiG-21BIS-SAU 'Fishbed-N';
mig-21_bis_sau_hungary_1;◔ MiG-21BIS 'Fishbed';
mig-21_bis_sau_hungary_2;MiG-21 'Fishbed';
mig-21_bison_shop;◔ MiG-21UPG 'Fishbed-L';
mig-21_bison_0;◔ Mikoyan i Gurevich Izdeliye 75 MiG-21UPG 'Fishbed-L';
mig-21_bison_1;◔ MiG-21UPG 'Fishbed';
mig-21_bison_2;MiG-21 'Fishbed';
mig-21_pfm_shop;▂ MiG-21PFM 'Fishbed-F';
mig-21_pfm_0;▂ Mikoyan i Gurevich Izdeliye 94 MiG-21PFM 'Fishbed-F';
mig-21_pfm_1;▂ MiG-21PF 'Fishbed';
mig-21_pfm_2;MiG-21 'Fishbed';
mig-21_sps_k_shop;◊  MiG-21SPS-K 'Fishbed-F';
mig-21_sps_k_0;◊ Mikoyan i Gurevich Izdeliye 94A MiG-21SPS-K 'Fishbed-F';
mig-21_sps_k_1;◊  MiG-21SPS 'Fishbed';
mig-21_sps_k_2;MiG-21 'Fishbed';
mig-21_s_shop;▂ MiG-21S 'Fishbed-J';
mig-21_s_0;▂ Mikoyan i Gurevich Izdeliye 95 MiG-21S 'Fishbed-J';
mig-21_s_1;▂ MiG-21S 'Fishbed';
mig-21_s_2;MiG-21 'Fishbed';
mig-21_mf_shop;◊ MiG-21MF 'Fishbed-J';
mig-21_mf_0;◊ Mikoyan i Gurevich Izdeliye 96F MiG-21MF 'Fishbed-J';
mig-21_mf_1;◊ MiG-21M 'Fishbed';
mig-21_mf_2;MiG-21 'Fishbed';
mig-21_mf_hungary_shop;◔ MiG-21MF 'Fishbed-J';
mig-21_mf_hungary_0;◔ Mikoyan i Gurevich Izdeliye 96F MiG-21MF 'Fishbed-J';
mig-21_mf_hungary_1;◔ MiG-21M 'Fishbed';
mig-21_mf_hungary_2;MiG-21 'Fishbed';
shop/group/mig-23m_group;▂ MiG-23 'Flogger';
mig_23m_shop;▂ MiG-23M 'Flogger-B';
mig_23m_0;▂ Mikoyan i Gurevich Izdeliye 23-11M MiG-23M 'Flogger-B';
mig_23m_1;▂ MiG-23M 'Flogger';
mig_23m_2;MiG-23 'Flogger';
mig_23mf_germany_shop;◊ MiG-23MF 'Flogger-B';
mig_23mf_germany_0;◊ Mikoyan i Gurevich Izdeliye 23-11M MiG-23MF 'Flogger-B';
mig_23mf_germany_1;◊ MiG-23M 'Flogger';
mig_23mf_germany_2;MiG-23 'Flogger';
mig_23mf_hungary_shop;◔ MiG-23MF 'Flogger-B';
mig_23mf_hungary_0;◔ Mikoyan i Gurevich Izdeliye 23-11M MiG-23MF 'Flogger-B';
mig_23mf_hungary_1;◔ MiG-23M 'Flogger';
mig_23mf_hungary_2;MiG-23 'Flogger';
mig_23ml_shop;▂ MiG-23ML 'Flogger-G';
mig_23ml_0;▂ Mikoyan i Gurevich Izdeliye 23-12 MiG-23ML 'Flogger-G';
mig_23ml_1;▂ MiG-23ML 'Flogger';
mig_23ml_2;MiG-23 'Flogger';
mig_23mla_shop;◊ MiG-23MLA 'Flogger-G';
mig_23mla_0;◊ Mikoyan i Gurevich Izdeliye 23-12 MiG-23MLA 'Flogger-G';
mig_23mla_1;◊ MiG-23ML 'Flogger';
mig_23mla_2;MiG-23 'Flogger';
mig_23mld_shop;▂ MiG-23MLD 'Flogger-K';
mig_23mld_0;▂ Mikoyan i Gurevich Izdeliye 23-18 MiG-23MLD 'Flogger-K';
mig_23mld_1;▂ MiG-23ML 'Flogger';
mig_23mld_2;MiG-23 'Flogger';
mig_23bn_shop;◊ MiG-23BN 'Flogger-H';
mig_23bn_0;◊ Mikoyan i Gurevich Izdeliye 32-23 MiG-23BN 'Flogger-H';
mig_23bn_1;◊ MiG-23B 'Flogger';
mig_23bn_2;MiG-23 'Flogger';
shop/group/mig_27_group;▂ MiG-27 'Flogger';
mig_27m_shop;▂ MiG-27M 'Flogger-J';
mig_27m_0;▂ Mikoyan i Gurevich Izdeliye 32-29 MiG-27M 'Flogger-J';
mig_27m_1;▂ MiG-27M 'Flogger';
mig_27m_2;MiG-27 'Flogger';
mig_27k_shop;▂ MiG-27K 'Flogger-J2';
mig_27k_0;▂ Mikoyan i Gurevich Izdeliye 32-29 MiG-27K 'Flogger-J2';
mig_27k_1;▂ MiG-27K 'Flogger';
mig_27k_2;MiG-27 'Flogger';
mig_29_9_12_germany_shop;◊ MiG-29 'Fulcrum-A' (9-12);
mig_29_9_12_germany_0;◊ Mikoyan i Gurevich Izdeliye 9-12 MiG-29 'Fulcrum-A';
mig_29_9_12_germany_1;◊ MiG-29 'Fulcrum';
mig_29_9_12_germany_2;MiG-29 'Fulcrum';
mig_29_9_12_sniper_shop;╏ MiG-29 Sniper;
mig_29_9_12_sniper_0;╏ Mikoyan i Gurevich Izdeliye 9-12 MiG-29 Sniper;
mig_29_9_12_sniper_1;╏ MiG-29 Sniper;
mig_29_9_12_sniper_2;MiG-29 'Fulcrum';
mig_29_9_12b_hungary_shop;◔ MiG-29 'Fulcrum-A' (9-12B);
mig_29_9_12b_hungary_0;◔ Mikoyan i Gurevich Izdeliye 9-12B MiG-29 'Fulcrum-A';
mig_29_9_12b_hungary_1;◔ MiG-29 'Fulcrum';
mig_29_9_12b_hungary_2;MiG-29 'Fulcrum';
mig_29_9_13_shop;▂ MiG-29 'Fulcrum-C' (9-13);
mig_29_9_13_0;▂ Mikoyan i Gurevich Izdeliye 9-13 MiG-29 'Fulcrum-C';
mig_29_9_13_1;▂ MiG-29 'Fulcrum';
mig_29_9_13_2;MiG-29 'Fulcrum';
mig_29_9_12g_shop;◄ MiG-29G 'Fulcrum-A' (9-12);
mig_29_9_12g_0;◄ Mikoyan i Gurevich Izdeliye 9-12 MiG-29G 'Fulcrum-A';
mig_29_9_12g_1;◄ MiG-29G 'Fulcrum';
mig_29_9_12g_2;MiG-29 'Fulcrum';
mig_29smt_9_19_shop;▂ MiG-29SMT 'Fulcrum-C';
mig_29smt_9_19_0;▂ Mikoyan i Gurevich Izdeliye 9-19 MiG-29SMT 'Fulcrum-C';
mig_29smt_9_19_1;▂ MiG-29SMT 'Fulcrum';
mig_29smt_9_19_2;MiG-29 'Fulcrum';
mig_29smt_9_19_missile_test_shop;▂ MiG-29SMT 'Fulcrum-C';
mig_29smt_9_19_missile_test_0;▂ Mikoyan i Gurevich Izdeliye 9-19 MiG-29SMT 'Fulcrum-C';
mig_29smt_9_19_missile_test_1;▂ MiG-29SMT 'Fulcrum';
mig_29smt_9_19_missile_test_2;MiG-29 'Fulcrum';
mi_4av_shop;▂ Mi-4AV 'Hound-A';
mi_4av_0;▂ Mil Mi-4AV 'Hound-A';
mi_4av_1;▂ Mi-4A 'Hound';
mi_4av_2;Mi-4 'Hound';
mi_8amtsh_shop;▂ Mi-8AMTSh 'Hip-H';
mi_8amtsh_0;▂ Mil Mi-8AMTSh 'Hip-H';
mi_8amtsh_1;▂ Mi-8AMTSh 'Hip';
mi_8amtsh_2;Mi-8 'Hip';
mi_8amtsh_vn_shop;▂ Mi-8AMTSh-VN 'Hip-H';
mi_8amtsh_vn_0;▂ Mil Mi-8AMTSh-VN 'Hip-H';
mi_8amtsh_vn_1;▂ Mi-8AMTSh 'Hip';
mi_8amtsh_vn_2;Mi-8 'Hip';
mi_8tv_shop;▂ Mi-8TV 'Hip-C';
mi_8tv_0;▂ Mil Mi-8TV 'Hip-C';
mi_8tv_1;▂ Mi-8T 'Hip';
mi_8tv_2;Mi-8 'Hip';
mi_8tb_shop;◊ Mi-8TB 'Hip-E';
mi_8tb_0;◊ Mil Mi-8TB 'Hip-E';
mi_8tb_1;◊ Mi-8T 'Hip';
mi_8tb_2;Mi-8 'Hip';
mi_24a_shop;▂ Mi-24A 'Hind-B';
mi_24a_0;▂ Mil Mi-24A 'Hind-B';
mi_24a_1;▂ Mi-24A 'Hind';
mi_24a_2;Mi-24 'Hind';
mi_24d_shop;⚚ Mi-24D 'Hind-D';
mi_24d_0;⚚ Mil Mi-24D 'Hind-D';
mi_24d_1;⚚ Mi-24D 'Hind';
mi_24d_2;Mi-24 'Hind';
mi_24d_hungary_shop;◔ Mi-24D 'Hind-D';
mi_24d_hungary_0;◔ Mil Mi-24D 'Hind-D';
mi_24d_hungary_1;◔ Mi-24D 'Hind';
mi_24d_hungary_2;Mi-24 'Hind';
mi_24p_shop;▂ Mi-24P 'Hind-F';
mi_24p_0;▂ Mil Mi-24P 'Hind-F';
mi_24p_1;▂ Mi-24P 'Hind';
mi_24p_2;Mi-24 'Hind';
mi_24p_german_shop;◊ Mi-24P 'Hind-F';
mi_24p_german_0;◊ Mil Mi-24P 'Hind-F';
mi_24p_german_1;◊ Mi-24P 'Hind';
mi_24p_german_2;Mi-24 'Hind';
mi_24p_german_hfs80_shop;◄ Mi-24P 'Hind-F' (HFS 80);
mi_24p_german_hfs80_0;◄ Mil Mi-24P 'Hind-F' (HFS 80);
mi_24p_german_hfs80_1;◄ Mi-24P 'Hind';
mi_24p_german_hfs80_2;Mi-24 'Hind';
mi_24p_hungary_shop;◔ Mi-24P 'Hind-F';
mi_24p_hungary_0;◔ Mil Mi-24P 'Hind-F';
mi_24p_hungary_1;◔ Mi-24P 'Hind';
mi_24p_hungary_2;Mi-24 'Hind';
mi_24v_shop;▂ Mi-24V 'Hind-E';
mi_24v_0;▂ Mil Mi-24V 'Hind-E';
mi_24v_1;▂ Mi-24V 'Hind';
mi_24v_2;Mi-24 'Hind';
mi_24v_hungary_shop;◔ Mi-24V 'Hind-E';
mi_24v_hungary_0;◔ Mil Mi-24V 'Hind-E';
mi_24v_hungary_1;◔ Mi-24V 'Hind';
mi_24v_hungary_2;Mi-24 'Hind';
mi_28a_sweden_shop;♛ Mi-28A 'Havoc';
mi_28a_sweden_0;♛ Mil Mi-28A 'Havoc';
mi_28a_sweden_1;♛ Mi-28A 'Havoc';
mi_28a_sweden_2;Mi-28 'Havoc';
mi_28n_shop;▂ Mi-28N/MMW 'Havoc';
mi_28n_0;▂ Mil Mi-28N/MMW 'Havoc';
mi_28n_1;▂ Mi-28N 'Havoc';
mi_28n_2;Mi-28 'Havoc';
mi_28nm_shop;▂ Mi-28NM 'Havoc';
mi_28nm_0;▂ Mil Mi-28NM 'Havoc';
mi_28nm_1;▂ Mi-28N 'Havoc';
mi_28nm_2;Mi-28 'Havoc';
TEMP;▂ Mi-35 'Hind-E';
TEMP;▂ Mil Mi-35 'Hind-E';
TEMP;▂ Mi-35 'Hind';
TEMP;Mi-35 'Hind';
mi_35m_shop;▂ Mi-35M 'Hind-E';
mi_35m_0;▂ Mil Mi-35M 'Hind-E';
mi_35m_1;▂ Mi-35M 'Hind';
mi_35m_2;Mi-35 'Hind';
mi_35m_pakistan_shop;☪ Mi-35M 'Hind-E';
mi_35m_pakistan_0;☪ Mil Mi-35M 'Hind-E';
mi_35m_pakistan_1;☪ Mi-35M 'Hind';
mi_35m_pakistan_2;Mi-35 'Hind';
mi_35p_shop;▂ Mi-35P 'Hind-E';
mi_35p_0;▂ Mil Mi-35P 'Hind-E';
mi_35p_1;▂ Mi-35P 'Hind';
mi_35p_2;Mi-35 'Hind';
mi_35p_indonesia_shop;◥ Mi-35P 'Hind-E';
mi_35p_indonesia_0;◥ Mil Mi-35P 'Hind-E';
mi_35p_indonesia_1;◥ Mi-35P 'Hind';
mi_35p_indonesia_2;Mi-35 'Hind';
shop/group/pe-2_group;▂ Pe-2 'Buck';
shop/group/pe-2_early_group;▂ Pe-2 'Buck' (e);
pe-2_shop;▂ Pe-2-1 'Buck';
pe-2_0;▂ Petlyakov Pe-2-1 'Buck';
pe-2_1;▂ Pe-2-1 'Buck';
pe-2_2;Pe-2 'Buck';
pe-2-1_shop;▂ Pe-2-1 'Buck';
pe-2-1_0;▂ Petlyakov Pe-2-1 'Buck';
pe-2-1_1;▂ Pe-2-1 'Buck';
pe-2-1_2;Pe-2 'Buck';
pe-2-31_shop;▂ Pe-2-31 'Buck';
pe-2-31_0;▂ Petlyakov Pe-2-31 'Buck';
pe-2-31_1;▂ Pe-2-31 'Buck';
pe-2-31_2;Pe-2 'Buck';
pe-2-83_shop;▂ Pe-2-83 'Buck';
pe-2-83_0;▂ Petlyakov Pe-2-83 'Buck';
pe-2-83_1;▂ Pe-2-83 'Buck';
pe-2-83_2;Pe-2 'Buck';
shop/group/pe-2_late_group;▂ Pe-2 'Buck' (l);
pe-2-110_shop;▂ Pe-2-110 'Buck';
pe-2-110_0;▂ Petlyakov Pe-2-110 'Buck';
pe-2-110_1;▂ Pe-2-110 'Buck';
pe-2-110_2;Pe-2 'Buck';
pe-2-205_shop;▂ Pe-2-205 'Buck';
pe-2-205_0;▂ Petlyakov Pe-2-205 'Buck';
pe-2-205_1;▂ Pe-2-205 'Buck';
pe-2-205_2;Pe-2 'Buck';
pe-2-359_shop;▂ Pe-2-359 'Buck';
pe-2-359_0;▂ Petlyakov Pe-2-359 'Buck';
pe-2-359_1;▂ Pe-2-359 'Buck';
pe-2-359_2;Pe-2 'Buck';
pe-2-359_china_shop;␗ Pe-2-359 'Buck';
pe-2-359_china_0;␗ Petlyakov Pe-2-359 'Buck';
pe-2-359_china_1;␗ Pe-2-359 'Buck';
pe-2-359_china_2;Pe-2 'Buck';
shop/group/pe-3_group;▂ Pe-3;
pe-3_early_shop;▂ Pe-3 (e);
pe-3_early_0;▂ Petlyakov Pe-3 (early production);
pe-3_early_1;▂ Pe-3;
pe-3_early_2;Pe-3;
pe-3_shop;▂ Pe-3 (l);
pe-3_0;▂ Petlyakov Pe-3 (late production);
pe-3_1;▂ Pe-3;
pe-3_2;Pe-3;
pe-3_bis_shop;▂ Pe-3bis;
pe-3_bis_0;▂ Petlyakov Pe-3bis;
pe-3_bis_1;▂ Pe-3bis;
pe-3_bis_2;Pe-3;
pe-8_m82_shop;▂ Pe-8;
pe-8_m82_0;▂ Petlyakov Pe-8;
pe-8_m82_1;▂ Pe-8;
pe-8_m82_2;Pe-8;
shop/group/su-2_group;▂ Su-2;
su-2_m82_shop;▂ Su-2 (M-82);
su-2_m82_0;▂ Sukhoi Su-2 (M-82);
su-2_m82_1;▂ Su-2 (M-82);
su-2_m82_2;Su-2;
bb-1_shop;▂ Su-2 (M-87);
bb-1_0;▂ Sukhoi Su-2 (M-87);
bb-1_1;▂ Su-2 (M-87);
bb-1_2;Su-2;
su-2_mv5_shop;▂ Su-2 (M-88) (e);
su-2_mv5_0;▂ Sukhoi Su-2 (M-88) (early production);
su-2_mv5_1;▂ Su-2 (M-88);
su-2_mv5_2;Su-2;
su-2_tss1_shop;▂ Su-2 (M-88) (l);
su-2_tss1_0;▂ Sukhoi Su-2 (M-88) (late production);
su-2_tss1_1;▂ Su-2 (M-88);
su-2_tss1_2;Su-2;
su_6_single_shop;▂ Su-6 (M-71);
su_6_single_0;▂ Sukhoi Su-6 (M-71);
su_6_single_1;▂ Su-6 (M-71);
su_6_single_2;Su-6;
su-6_am42_shop;▂ Su-6 (AM-42);
su-6_am42_0;▂ Sukhoi Su-6 (AM-42);
su-6_am42_1;▂ Su-6 (AM-42);
su-6_am42_2;Su-6;
su-6_m71_shop;▂ Su-6 (M-71F);
su-6_m71_0;▂ Sukhoi Su-6 (M-71F);
su-6_m71_1;▂ Su-6 (M-71F);
su-6_m71_2;Su-6;
shop/group/su-7_group;▂ Su-7 'Fitter';
su-7b_shop;▂ Su-7B 'Fitter-A';
su-7b_0;▂ Sukhoi Su-7B 'Fitter-A';
su-7b_1;▂ Su-7B 'Fitter';
su-7b_2;Su-7 'Fitter';
su-7bkl_shop;▂ Su-7BKL 'Fitter-A';
su-7bkl_0;▂ Sukhoi Su-7BKL 'Fitter-A';
su-7bkl_1;▂ Su-7B 'Fitter';
su-7bkl_2;Su-7 'Fitter';
su-7bkl_killstreak_shop;▂☢ Su-7BKL 'Fitter-A';
su-7bkl_killstreak_0;▂☢ Sukhoi Su-7BKL 'Fitter-A';
su-7bkl_killstreak_1;▂☢ Su-7B 'Fitter';
su-7bkl_killstreak_2;Su-7 'Fitter';
su-7bkl_china_killstreak_shop;␗☢ Su-7BKL 'Fitter-A';
su-7bkl_china_killstreak_0;␗☢ Sukhoi Su-7BKL 'Fitter-A';
su-7bkl_china_killstreak_1;␗☢ Su-7B 'Fitter';
su-7bkl_china_killstreak_2;Su-7 'Fitter';
su-7bmk_shop;¤ Su-7BMK 'Fitter-A';
su-7bmk_0;¤ Sukhoi Su-7BMK 'Fitter-A';
su-7bmk_1;¤ Su-7B 'Fitter';
su-7bmk_2;Su-7 'Fitter';
su-8_shop;▂ Su-8;
su-8_0;▂ Sukhoi Su-8;
su-8_1;▂ Su-8;
su-8_2;Su-8;
su-9_shop;▂ Su-9;
su-9_0;▂ Sukhoi Samolyet K Su-9;
su-9_1;▂ Su-9;
su-9_2;Su-9;
su-11_shop;▂ Su-11;
su-11_0;▂ Sukhoi Samolyet KL Su-11;
su-11_1;▂ Su-11;
su-11_2;Su-11;
su_17m2_shop;▂ Su-17M2 'Fitter-D';
su_17m2_0;▂ Sukhoi S-32M2 Su-17M2 'Fitter-D';
su_17m2_1;▂ Su-17M 'Fitter';
su_17m2_2;Su-17 'Fitter';
su_17m4_shop;▂ Su-17M4 'Fitter-K';
su_17m4_0;▂ Sukhoi S-54 Su-17M4 'Fitter-K';
su_17m4_1;▂ Su-17M 'Fitter';
su_17m4_2;Su-17 'Fitter';
su_22m3_shop;⚇ Su-22M3 'Fitter-H';
su_22m3_0;⚇ Sukhoi S-52MK Su-22M3 'Fitter-H';
su_22m3_1;⚇ Su-22M 'Fitter';
su_22m3_2;Su-22 'Fitter';
su_22m3_hungary_shop;◔ Su-22M3 'Fitter-H';
